Time,DiscountFactor
0,1
0.057534246575342465,0.9970980208715094
0.11506849315068493,0.9942044632258812
0.1726027397260274,0.9913193026241476
0.23013698630136986,0.9884425146982626
0.2876712328767123,0.9855740751508956
0.3452054794520548,0.9827139597552264
0.40273972602739727,0.9798621443547404
0.4602739726027397,0.977018604863025
0.5178082191780822,0.9741833172635657
0.5753424657534246,0.9713562576095431
0.6328767123287671,0.9685374020236316
0.6904109589041096,0.9657267266977966
0.7479452054794521,0.9629242078930942
0.8054794520547945,0.9601298219394702
0.863013698630137,0.9573435452355605
0.9205479452054794,0.9545653542484918
0.9780821917808219,0.9517952255136826
1.0356164383561643,0.9491577547954055
1.093150684931507,0.9466221366523833
1.1506849315068493,0.9441155421785435
1.2082191780821918,0.9416377765291817
1.2657534246575342,0.9391886474088281
1.3232876712328767,0.9367679650464544
1.3808219178082193,0.9343755421710407
1.4383561643835616,0.9320111939875004
1.4958904109589042,0.9296747381529588
1.5534246575342465,0.9273659947533799
1.610958904109589,0.925084786280538
1.6684931506849314,0.9228309376093307
1.726027397260274,0.9206042759754269
1.7835616438356163,0.9184046309532494
1.841095890410959,0.916231834434284
1.8986301369863015,0.9140857206057151
1.9561643835616438,0.9119661259293814
2.0136986301369864,0.9098414693117339
2.0712328767123287,0.9076381944005716
2.128767123287671,0.9054540896151797
2.186301369863014,0.9032890421615988
2.243835616438356,0.9011429403889456
2.3013698630136985,0.8990156737798641
2.3589041095890413,0.8969071329410865
2.4164383561643836,0.8948172095941007
2.473972602739726,0.8927457965659263
2.5315068493150683,0.8906927877799958
2.589041095890411,0.8886580782471408
2.6465753424657534,0.8866415640566818
2.7041095890410958,0.8846431423676214
2.7616438356164386,0.8826627113999381
2.819178082191781,0.8807001704259816
2.8767123287671232,0.8787554197619675
2.9342465753424656,0.8768283607595704
2.9917808219178084,0.8749188957976152
3.0493150684931507,0.8728806475298605
3.106849315068493,0.8708301669307588
3.164383561643836,0.868791368345895
3.221917808219178,0.8667641922412531
3.2794520547945205,0.8647485794971687
3.336986301369863,0.8627444714054961
3.3945205479452056,0.8607518096667984
3.452054794520548,0.8587705363875587
3.5095890410958903,0.8568005940774155
3.5671232876712327,0.8548419256464189
3.6246575342465754,0.8528944744023105
3.682191780821918,0.8509581840478236
3.73972602739726,0.8490329986780065
3.797260273972603,0.8471188627775662
3.8547945205479452,0.8452157212182346
3.9123287671232876,0.8433235192561548
3.96986301369863,0.8414422025292898
4.027397260273973,0.8395737857777978
4.0849315068493155,0.837718988008249
4.142465753424657,0.835875030320721
4.2,0.8340418591389901
4.257534246575342,0.8322194212652851
4.315068493150685,0.8304076638777427
4.372602739726028,0.8286065345278835
4.4301369863013695,0.8268159811381088
4.487671232876712,0.825035951999218
4.545205479452055,0.8232663957679452
4.602739726027397,0.8215072614645174
4.66027397260274,0.819758498470231
4.717808219178083,0.818020056525049
