Time,Yield
0,0.05051248963884427
0.057534246575342465,0.05051248963884427
0.11506849315068493,0.05051248963884427
0.1726027397260274,0.05051248963884427
0.23013698630136986,0.05051248963884427
0.2876712328767123,0.05051248963884427
0.3452054794520548,0.05051248963884427
0.40273972602739727,0.05051248963884427
0.4602739726027397,0.05051248963884427
0.5178082191780822,0.05051248963884427
0.5753424657534246,0.05051248963884427
0.6328767123287671,0.05051248963884427
0.6904109589041096,0.05051248963884427
0.7479452054794521,0.05051248963884427
0.8054794520547945,0.05051248963884427
0.863013698630137,0.05051248963884427
0.9205479452054794,0.05051248963884427
0.9780821917808219,0.05051248963884427
1.0356164383561643,0.050385702267366494
1.093150684931507,0.05018089189805623
1.1506849315068493,0.049976081528745976
1.2082191780821918,0.04977127115943572
1.2657534246575342,0.049566460790125465
1.3232876712328767,0.04936165042081521
1.3808219178082193,0.049156840051504946
1.4383561643835616,0.04895202968219469
1.4958904109589042,0.048747219312884435
1.5534246575342465,0.04854240894357418
1.610958904109589,0.048337598574263924
1.6684931506849314,0.04813278820495366
1.726027397260274,0.047927977835643405
1.7835616438356163,0.04772316746633315
1.841095890410959,0.047518357097022894
1.8986301369863015,0.04731354672771264
1.9561643835616438,0.04710873635840238
2.0136986301369864,0.04692107487236296
2.0712328767123287,0.04678828981279018
2.128767123287671,0.046655504753217406
2.186301369863014,0.04652271969364463
2.243835616438356,0.04638993463407185
2.3013698630136985,0.04625714957449908
2.3589041095890413,0.0461243645149263
2.4164383561643836,0.04599157945535352
2.473972602739726,0.04585879439578075
2.5315068493150683,0.04572600933620797
2.589041095890411,0.045593224276635196
2.6465753424657534,0.04546043921706242
2.7041095890410958,0.04532765415748964
2.7616438356164386,0.04519486909791687
2.819178082191781,0.045062084038344094
2.8767123287671232,0.04492929897877131
2.9342465753424656,0.04479651391919854
2.9917808219178084,0.04466372885962576
3.0493150684931507,0.04458589707861022
3.106849315068493,0.04451722417735423
3.164383561643836,0.04444855127609823
3.221917808219178,0.04437987837484224
3.2794520547945205,0.044311205473586246
3.336986301369863,0.044242532572330254
3.3945205479452056,0.04417385967107426
3.452054794520548,0.04410518676981826
3.5095890410958903,0.04403651386856227
3.5671232876712327,0.04396784096730628
3.6246575342465754,0.04389916806605028
