Time,ForwardRate
0,0.05051248963884401
0.057534246575342465,0.050295895659244354
0.11506849315068493,0.05005573445906635
0.1726027397260274,0.04979200603831043
0.23013698630136986,0.04950471039697597
0.2876712328767123,0.04919384753506317
0.3452054794520548,0.04885941745257254
0.40273972602739727,0.048501420149503524
0.4602739726027397,0.04811985562585657
0.5178082191780822,0.04771472388163112
0.5753424657534246,0.04728602491682748
0.6328767123287671,0.04683375873144561
0.6904109589041096,0.04635792532548585
0.7479452054794521,0.045858524698947516
0.8054794520547945,0.04533555685183098
0.863013698630137,0.04478902178413641
0.9205479452054794,0.04421891949586356
0.9780821917808219,0.04362524998701257
1.0356164383561643,0.04323007857024267
1.093150684931507,0.04297378294303276
1.1506849315068493,0.04272577515968271
1.2082191780821918,0.042486055220192845
1.2657534246575342,0.04225462312456284
1.3232876712328767,0.04203147887279307
1.3808219178082193,0.04181662246488338
1.4383561643835616,0.041610053900833555
1.4958904109589042,0.0414117731806441
1.5534246575342465,0.04122178030431448
1.610958904109589,0.04104007527184504
1.6684931506849314,0.04086665808323564
1.726027397260274,0.04070152873848625
1.7835616438356163,0.04054468723759706
1.841095890410959,0.040396133580567775
1.8986301369863015,0.04025586776739858
1.9561643835616438,0.04012388979808953
2.0136986301369864,0.04001167049552877
2.0712328767123287,0.039943881993532104
2.128767123287671,0.03988347078098499
2.186301369863014,0.03983043685788776
2.243835616438356,0.03978478022424032
2.3013698630136985,0.03974650088004234
2.3589041095890413,0.03971559882529427
2.4164383561643836,0.03969207405999572
2.473972602739726,0.039675926584147224
2.5315068493150683,0.03966715639774812
2.589041095890411,0.039665763500798826
2.6465753424657534,0.03967174789329926
2.7041095890410958,0.039685109575249546
2.7616438356164386,0.0397058485466494
2.819178082191781,0.03973396480749897
2.8767123287671232,0.039767268033672476
2.9342465753424656,0.03980964647822409
2.9917808219178084,0.0398593820556968
3.0493150684931507,0.03974441808486118
3.106849315068493,0.039601151392251864
3.164383561643836,0.039457720880549316
3.221917808219178,0.03931412654975355
3.2794520547945205,0.03917036839986444
3.336986301369863,0.039026446430882204
3.3945205479452056,0.038882360642806375
3.452054794520548,0.038738111035637374
3.5095890410958903,0.038593697609375026
3.5671232876712327,0.038449120364019304
3.6246575342465754,0.03830437929957036
3.682191780821918,0.03815947441602815
3.73972602739726,0.038014405713392464
3.797260273972603,0.03786917319166369
3.8547945205479452,0.037727153630936795
3.9123287671232876,0.03758157878821424
3.96986301369863,0.037435839677578804
4.027397260273973,0.037389490447279995
4.0849315068493155,0.037479536858289045
4.142465753424657,0.03757476846422839
4.2,0.03767518526509778
4.257534246575342,0.037780787260897175
4.315068493150685,0.03789157445162649
4.372602739726028,0.0380075468372863
4.4301369863013695,0.03812870441787586
4.487671232876712,0.038255047193395626
4.545205479452055,0.03838657516384557
4.602739726027397,0.03852328832922557
4.66027397260274,0.038665186689535766
4.717808219178083,0.038812270244775876
